,Unnamed: 0,Unnamed: 0.1,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores,Home TS Mu,Away TS Mu,Home TS Sigma,Away TS Sigma
383,383,383,199712260LAL,https://www.basketball-reference.com/boxscores/pbp/199712260LAL.html,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,E. Campbell,S. Vranković,D. Martin,LAL,LAC,R. Fox,/players/f/foxri01.html,LAC,LAL,E. Campbell,/players/c/campbel01.html,S. Vranković,/players/v/vrankst01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
384,384,384,199712260MIL,https://www.basketball-reference.com/boxscores/pbp/199712260MIL.html,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,Ervin Johnson,Dikembe Mutombo,Elliot Perry,MIL,ATL,,,MIL,ATL,Ervin Johnson,/players/j/johnser02.html,Dikembe Mutombo,/players/m/mutomdi01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
385,385,385,199712260MIN,https://www.basketball-reference.com/boxscores/pbp/199712260MIN.html,Minnesota Timberwolves,New Jersey Nets,MIN,NJN,C. Parks,J. Williams,K. Kittles,NJN,MIN,S. Cassell,/players/c/cassesa01.html,NJN,MIN,J. Williams,/players/w/willija01.html,C. Parks,/players/p/parksch02.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
386,386,386,199712260SAC,https://www.basketball-reference.com/boxscores/pbp/199712260SAC.html,Sacramento Kings,Seattle SuperSonics,SAC,SEA,M. Stewart,V. Baker,H. Hawkins,SEA,SAC,G. Payton,/players/p/paytoga01.html,SEA,SAC,V. Baker,/players/b/bakervi01.html,M. Stewart,/players/s/stewami01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
387,387,387,199712260SAS,https://www.basketball-reference.com/boxscores/pbp/199712260SAS.html,San Antonio Spurs,Boston Celtics,SAS,BOS,D. Robinson,A. DeClercq,A. Walker,BOS,SAS,A. Walker,/players/w/walkean02.html,BOS,SAS,A. DeClercq,/players/d/declean01.html,D. Robinson,/players/r/robinda01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
388,388,388,199712260VAN,https://www.basketball-reference.com/boxscores/pbp/199712260VAN.html,Vancouver Grizzlies,Phoenix Suns,VAN,PHO,O. Thorpe,A. McDyess,C. Ceballos,PHO,VAN,R. Chapman,/players/c/chapmre01.html,PHO,VAN,A. McDyess,/players/m/mcdyean01.html,O. Thorpe,/players/t/thorpot01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
389,389,389,199712270CHI,https://www.basketball-reference.com/boxscores/pbp/199712270CHI.html,Chicago Bulls,Atlanta Hawks,CHI,ATL,L. Longley,D. Mutombo,L. Longley,CHI,ATL,R. Harper,/players/h/harpero01.html,CHI,ATL,L. Longley,/players/l/longllu01.html,D. Mutombo,/players/m/mutomdi01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
390,390,390,199712270GSW,https://www.basketball-reference.com/boxscores/pbp/199712270GSW.html,Golden State Warriors,Philadelphia 76ers,GSW,PHI,E. Dampier,T. Ratliff,D. Coleman,PHI,GSW,A. Iverson,/players/i/iversal01.html,PHI,GSW,T. Ratliff,/players/r/ratlith01.html,E. Dampier,/players/d/dampier01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
391,391,391,199712270HOU,https://www.basketball-reference.com/boxscores/pbp/199712270HOU.html,Houston Rockets,Washington Wizards,HOU,WAS,K. Willis,C. Webber,K. Willis,HOU,WAS,M. Maloney,/players/m/malonma01.html,HOU,WAS,K. Willis,/players/w/willike02.html,C. Webber,/players/w/webbech01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
392,392,392,199712270LAC,https://www.basketball-reference.com/boxscores/pbp/199712270LAC.html,Los Angeles Clippers,Denver Nuggets,LAC,DEN,S. Vranković,T. Battie,L. Ellis,LAC,DEN,D. Martin,/players/m/martida01.html,DEN,LAC,S. Vranković,/players/v/vrankst01.html,T. Battie,/players/b/battito01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
393,393,393,199712270NJN,https://www.basketball-reference.com/boxscores/pbp/199712270NJN.html,New Jersey Nets,Milwaukee Bucks,NJN,MIL,Keith Van Horn,Ervin Johnson,Kerry Kittles,MIL,NJN,,,NJN,MIL,Ervin Johnson,/players/j/johnser02.html,Keith Van Horn,/players/v/vanhoke01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
394,394,394,199712270NYK,https://www.basketball-reference.com/boxscores/pbp/199712270NYK.html,New York Knicks,Toronto Raptors,NYK,TOR,Chris Dudley,Marcus Camby,Allan Houston,TOR,NYK,,,NYK,TOR,Marcus Camby,/players/c/cambyma01.html,Chris Dudley,/players/d/dudlech02.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
395,395,395,199712270ORL,https://www.basketball-reference.com/boxscores/pbp/199712270ORL.html,Orlando Magic,Charlotte Hornets,ORL,CHH,R. Seikaly,V. Divac,R. Seikaly,CHH,ORL,A. Mason,/players/m/masonan01.html,ORL,CHH,V. Divac,/players/d/divacvl01.html,R. Seikaly,/players/s/seikaro01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
396,396,396,199712270UTA,https://www.basketball-reference.com/boxscores/pbp/199712270UTA.html,Utah Jazz,Portland Trail Blazers,UTA,POR,A. Carr,A. Sabonis,B. Grant,POR,UTA,K. Anderson,/players/a/anderke01.html,POR,UTA,A. Sabonis,/players/s/sabonar01.html,A. Carr,/players/c/carran01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
397,397,397,199712280DET,https://www.basketball-reference.com/boxscores/pbp/199712280DET.html,Detroit Pistons,Minnesota Timberwolves,DET,MIN,B. Dele,C. Parks,B. Dele,DET,MIN,G. Hill,/players/h/hillgr01.html,DET,MIN,B. Dele,/players/d/delebi01.html,C. Parks,/players/p/parksch02.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
398,398,398,199712280LAL,https://www.basketball-reference.com/boxscores/pbp/199712280LAL.html,Los Angeles Lakers,Boston Celtics,LAL,BOS,E. Campbell,A. DeClercq,W. McCarty,BOS,LAL,W. McCarty,/players/m/mccarwa01.html,BOS,LAL,A. DeClercq,/players/d/declean01.html,E. Campbell,/players/c/campbel01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
399,399,399,199712280MIA,https://www.basketball-reference.com/boxscores/pbp/199712280MIA.html,Miami Heat,Indiana Pacers,MIA,IND,A. Mourning,D. Davis,R. Smits,IND,MIA,R. Smits,/players/s/smitsri01.html,IND,MIA,D. Davis,/players/d/davisda01.html,A. Mourning,/players/m/mournal01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
400,400,400,199712280PHO,https://www.basketball-reference.com/boxscores/pbp/199712280PHO.html,Phoenix Suns,Seattle SuperSonics,PHO,SEA,A. McDyess,V. Baker,G. Payton,SEA,PHO,J. McIlvaine,/players/m/mcilvji01.html,SEA,PHO,V. Baker,/players/b/bakervi01.html,A. McDyess,/players/m/mcdyean01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
401,401,401,199712280POR,https://www.basketball-reference.com/boxscores/pbp/199712280POR.html,Portland Trail Blazers,San Antonio Spurs,POR,SAS,A. Sabonis,D. Robinson,D. Robinson,SAS,POR,A. Johnson,/players/j/johnsav01.html,SAS,POR,D. Robinson,/players/r/robinda01.html,A. Sabonis,/players/s/sabonar01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
402,402,402,199712280SAC,https://www.basketball-reference.com/boxscores/pbp/199712280SAC.html,Sacramento Kings,Philadelphia 76ers,SAC,PHI,M. Stewart,T. Ratliff,M. Richmond,SAC,PHI,A. Johnson,/players/j/johnsan02.html,SAC,PHI,M. Stewart,/players/s/stewami01.html,T. Ratliff,/players/r/ratlith01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
403,403,403,199712280VAN,https://www.basketball-reference.com/boxscores/pbp/199712280VAN.html,Vancouver Grizzlies,Utah Jazz,VAN,UTA,O. Thorpe,A. Carr,K. Malone,VAN,UTA,S. Mack,/players/m/macksa01.html,UTA,VAN,O. Thorpe,/players/t/thorpot01.html,A. Carr,/players/c/carran01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
404,404,404,199712290CHI,https://www.basketball-reference.com/boxscores/pbp/199712290CHI.html,Chicago Bulls,Dallas Mavericks,CHI,DAL,Toni Kukoc,Shawn Bradley,Shawn Bradley,DAL,CHI,,,DAL,CHI,Shawn Bradley,/players/b/bradlsh01.html,Toni Kukoc,/players/k/kukocto01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
405,405,405,199712290HOU,https://www.basketball-reference.com/boxscores/pbp/199712290HOU.html,Houston Rockets,Charlotte Hornets,HOU,CHH,K. Willis,V. Divac,D. Wesley,CHH,HOU,D. Wesley,/players/w/wesleda01.html,CHH,HOU,V. Divac,/players/d/divacvl01.html,K. Willis,/players/w/willike02.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
406,406,406,199712290NJN,https://www.basketball-reference.com/boxscores/pbp/199712290NJN.html,New Jersey Nets,Washington Wizards,NJN,WAS,J. Williams,C. Webber,C. Webber,NJN,WAS,S. Cassell,/players/c/cassesa01.html,WAS,NJN,J. Williams,/players/w/willija01.html,C. Webber,/players/w/webbech01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
407,407,407,199712300CLE,https://www.basketball-reference.com/boxscores/pbp/199712300CLE.html,Cleveland Cavaliers,Miami Heat,CLE,MIA,Z. Ilgauskas,A. Mourning,W. Person,CLE,MIA,C. Henderson,/players/h/hendece02.html,CLE,MIA,Z. Ilgauskas,/players/i/ilgauzy01.html,A. Mourning,/players/m/mournal01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
408,408,408,199712300DEN,https://www.basketball-reference.com/boxscores/pbp/199712300DEN.html,Denver Nuggets,Utah Jazz,DEN,UTA,T. Battie,A. Carr,K. Malone,DEN,UTA,B. Jackson,/players/j/jacksbo01.html,UTA,DEN,T. Battie,/players/b/battito01.html,A. Carr,/players/c/carran01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
409,409,409,199712300DET,https://www.basketball-reference.com/boxscores/pbp/199712300DET.html,Detroit Pistons,Toronto Raptors,DET,TOR,E. Montross,M. Camby,R. Slater,DET,TOR,B. Dele,/players/d/delebi01.html,TOR,DET,E. Montross,/players/m/montrer01.html,M. Camby,/players/c/cambyma01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
410,410,410,199712300GSW,https://www.basketball-reference.com/boxscores/pbp/199712300GSW.html,Golden State Warriors,Seattle SuperSonics,GSW,SEA,E. Dampier,V. Baker,J. Smith,GSW,SEA,B. Coles,/players/c/colesbi01.html,GSW,SEA,E. Dampier,/players/d/dampier01.html,V. Baker,/players/b/bakervi01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
411,411,411,199712300IND,https://www.basketball-reference.com/boxscores/pbp/199712300IND.html,Indiana Pacers,New Jersey Nets,IND,NJN,D. Davis,J. Williams,C. Mullin,IND,NJN,R. Miller,/players/m/millere01.html,IND,NJN,D. Davis,/players/d/davisda01.html,J. Williams,/players/w/willija01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
412,412,412,199712300LAL,https://www.basketball-reference.com/boxscores/pbp/199712300LAL.html,Los Angeles Lakers,Sacramento Kings,LAL,SAC,E. Campbell,M. Stewart,M. Richmond,LAL,SAC,R. Fox,/players/f/foxri01.html,SAC,LAL,E. Campbell,/players/c/campbel01.html,M. Stewart,/players/s/stewami01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
413,413,413,199712300MIL,https://www.basketball-reference.com/boxscores/pbp/199712300MIL.html,Milwaukee Bucks,Dallas Mavericks,MIL,DAL,E. Johnson,S. Bradley,G. Robinson,DAL,MIL,M. Finley,/players/f/finlemi01.html,MIL,DAL,S. Bradley,/players/b/bradlsh01.html,E. Johnson,/players/j/johnser02.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
414,414,414,199712300MIN,https://www.basketball-reference.com/boxscores/pbp/199712300MIN.html,Minnesota Timberwolves,Chicago Bulls,MIN,CHI,C. Parks,L. Longley,M. Jordan,CHI,MIN,R. Harper,/players/h/harpero01.html,CHI,MIN,L. Longley,/players/l/longllu01.html,C. Parks,/players/p/parksch02.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
415,415,415,199712300ORL,https://www.basketball-reference.com/boxscores/pbp/199712300ORL.html,Orlando Magic,New York Knicks,ORL,NYK,R. Seikaly,B. Williams,C. Ward,ORL,NYK,M. Price,/players/p/pricema01.html,NYK,ORL,R. Seikaly,/players/s/seikaro01.html,B. Williams,/players/w/willibu01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
416,416,416,199712300PHO,https://www.basketball-reference.com/boxscores/pbp/199712300PHO.html,Phoenix Suns,Boston Celtics,PHO,BOS,A. McDyess,A. DeClercq,C. Robinson,PHO,BOS,R. Chapman,/players/c/chapmre01.html,PHO,BOS,A. McDyess,/players/m/mcdyean01.html,A. DeClercq,/players/d/declean01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
417,417,417,199712300POR,https://www.basketball-reference.com/boxscores/pbp/199712300POR.html,Portland Trail Blazers,Philadelphia 76ers,POR,PHI,K. Cato,T. Ratliff,B. Grant,PHI,POR,A. Iverson,/players/i/iversal01.html,POR,PHI,T. Ratliff,/players/r/ratlith01.html,K. Cato,/players/c/catoke01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
418,418,418,199712300VAN,https://www.basketball-reference.com/boxscores/pbp/199712300VAN.html,Vancouver Grizzlies,San Antonio Spurs,VAN,SAS,O. Thorpe,D. Robinson,S. Elliott,SAS,VAN,T. Duncan,/players/d/duncati01.html,SAS,VAN,D. Robinson,/players/r/robinda01.html,O. Thorpe,/players/t/thorpot01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
419,419,419,199712310WAS,https://www.basketball-reference.com/boxscores/pbp/199712310WAS.html,Washington Wizards,Toronto Raptors,WAS,TOR,C. Webber,O. Miller,J. Howard,WAS,TOR,R. Strickland,/players/s/stricro02.html,WAS,TOR,C. Webber,/players/w/webbech01.html,O. Miller,/players/m/milleol01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
420,420,420,199801020BOS,https://www.basketball-reference.com/boxscores/pbp/199801020BOS.html,Boston Celtics,Minnesota Timberwolves,BOS,MIN,A. DeClercq,C. Parks,K. Garnett,BOS,MIN,W. McCarty,/players/m/mccarwa01.html,MIN,BOS,A. DeClercq,/players/d/declean01.html,C. Parks,/players/p/parksch02.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
421,421,421,199801020CHH,https://www.basketball-reference.com/boxscores/pbp/199801020CHH.html,Charlotte Hornets,Miami Heat,CHH,MIA,V. Divac,A. Mourning,V. Lenard,MIA,CHH,T. Hardaway,/players/h/hardati01.html,MIA,CHH,A. Mourning,/players/m/mournal01.html,V. Divac,/players/d/divacvl01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
422,422,422,199801020CHI,https://www.basketball-reference.com/boxscores/pbp/199801020CHI.html,Chicago Bulls,Milwaukee Bucks,CHI,MIL,L. Longley,E. Johnson,T. Brandon,MIL,CHI,A. Gilliam,/players/g/gilliar01.html,MIL,CHI,E. Johnson,/players/j/johnser02.html,L. Longley,/players/l/longllu01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
423,423,423,199801020DEN,https://www.basketball-reference.com/boxscores/pbp/199801020DEN.html,Denver Nuggets,Houston Rockets,DEN,HOU,T. Battie,K. Willis,H. Ellis,HOU,DEN,M. Maloney,/players/m/malonma01.html,DEN,HOU,K. Willis,/players/w/willike02.html,T. Battie,/players/b/battito01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
424,424,424,199801020GSW,https://www.basketball-reference.com/boxscores/pbp/199801020GSW.html,Golden State Warriors,Los Angeles Clippers,GSW,LAC,Erick Dampier,Stojko Vrankovic,Erick Dampier,LAC,GSW,,,GSW,LAC,Stojko Vrankovic,/players/v/vrankst01.html,Erick Dampier,/players/d/dampier01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
425,425,425,199801020LAL,https://www.basketball-reference.com/boxscores/pbp/199801020LAL.html,Los Angeles Lakers,Atlanta Hawks,LAL,ATL,E. Campbell,D. Mutombo,S. Smith,ATL,LAL,C. Laettner,/players/l/laettch01.html,ATL,LAL,D. Mutombo,/players/m/mutomdi01.html,E. Campbell,/players/c/campbel01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
426,426,426,199801020NJN,https://www.basketball-reference.com/boxscores/pbp/199801020NJN.html,New Jersey Nets,New York Knicks,NJN,NYK,J. Williams,B. Williams,K. Kittles,NJN,NYK,S. Cassell,/players/c/cassesa01.html,NJN,NYK,J. Williams,/players/w/willija01.html,B. Williams,/players/w/willibu01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
427,427,427,199801020ORL,https://www.basketball-reference.com/boxscores/pbp/199801020ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,R. Seikaly,Z. Ilgauskas,R. Seikaly,CLE,ORL,B. Knight,/players/k/knighbr01.html,ORL,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,R. Seikaly,/players/s/seikaro01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
428,428,428,199801020PHO,https://www.basketball-reference.com/boxscores/pbp/199801020PHO.html,Phoenix Suns,Dallas Mavericks,PHO,DAL,A. McDyess,S. Bradley,S. Bradley,DAL,PHO,R. Pack,/players/p/packro01.html,DAL,PHO,S. Bradley,/players/b/bradlsh01.html,A. McDyess,/players/m/mcdyean01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
429,429,429,199801020SAC,https://www.basketball-reference.com/boxscores/pbp/199801020SAC.html,Sacramento Kings,Vancouver Grizzlies,SAC,VAN,M. Stewart,O. Thorpe,B. Owens,SAC,VAN,A. Johnson,/players/j/johnsan02.html,SAC,VAN,M. Stewart,/players/s/stewami01.html,O. Thorpe,/players/t/thorpot01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
430,430,430,199801020SAS,https://www.basketball-reference.com/boxscores/pbp/199801020SAS.html,San Antonio Spurs,Portland Trail Blazers,SAS,POR,D. Robinson,A. Sabonis,T. Duncan,POR,SAS,K. Anderson,/players/a/anderke01.html,SAS,POR,A. Sabonis,/players/s/sabonar01.html,D. Robinson,/players/r/robinda01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
431,431,431,199801020SEA,https://www.basketball-reference.com/boxscores/pbp/199801020SEA.html,Seattle SuperSonics,Philadelphia 76ers,SEA,PHI,Vin Baker,Theo Ratliff,Allen Iverson,PHI,SEA,,,PHI,SEA,Theo Ratliff,/players/r/ratlith01.html,Vin Baker,/players/b/bakervi01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
432,432,432,199801020TOR,https://www.basketball-reference.com/boxscores/pbp/199801020TOR.html,Toronto Raptors,Detroit Pistons,TOR,DET,O. Miller,B. Dele,B. Dele,DET,TOR,J. Dumars,/players/d/dumarjo01.html,DET,TOR,B. Dele,/players/d/delebi01.html,O. Miller,/players/m/milleol01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
433,433,433,199801020WAS,https://www.basketball-reference.com/boxscores/pbp/199801020WAS.html,Washington Wizards,Indiana Pacers,WAS,IND,C. Webber,R. Smits,R. Smits,WAS,IND,R. Strickland,/players/s/stricro02.html,IND,WAS,C. Webber,/players/w/webbech01.html,R. Smits,/players/s/smitsri01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
434,434,434,199801030CLE,https://www.basketball-reference.com/boxscores/pbp/199801030CLE.html,Cleveland Cavaliers,New Jersey Nets,CLE,NJN,Z. Ilgauskas,J. Williams,S. Kemp,CLE,NJN,S. Kemp,/players/k/kempsh01.html,CLE,NJN,Z. Ilgauskas,/players/i/ilgauzy01.html,J. Williams,/players/w/willija01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
435,435,435,199801030DET,https://www.basketball-reference.com/boxscores/pbp/199801030DET.html,Detroit Pistons,Chicago Bulls,DET,CHI,E. Montross,L. Longley,R. Harper,CHI,DET,D. Rodman,/players/r/rodmade01.html,CHI,DET,L. Longley,/players/l/longllu01.html,E. Montross,/players/m/montrer01.html,1.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
436,436,436,199801030HOU,https://www.basketball-reference.com/boxscores/pbp/199801030HOU.html,Houston Rockets,Portland Trail Blazers,HOU,POR,K. Willis,A. Sabonis,A. Sabonis,HOU,POR,M. Maloney,/players/m/malonma01.html,POR,HOU,K. Willis,/players/w/willike02.html,A. Sabonis,/players/s/sabonar01.html,0.0,26.411836196756493,25.72251281236837,4.7640569036899665,1.1160105771355209
